Geneid	Anotacion	Locus	ID	C.1	C.3	C.4	F.1	F.2	F.4	M.1	M.3	M.4	H.1	H.2	H.3
cds198	DUF59 domain-containing protein	RPHASCH2410_PA00990	WP_016737091.1	1363	1389	1475	503	642	576	553	440	457	469	662	508
cds199	short-chain dehydrogenase	RPHASCH2410_PA00995	WP_016737090.1	3285	3276	3285	901	1088	995	868	500	731	789	1156	695
cds200	nitrite reductase%2C copper-containing	RPHASCH2410_PA01000	WP_016737089.1	90993	98345	101776	52794	59776	57357	45020	23601	37010	41764	65493	37924
cds201	nitrate reductase	RPHASCH2410_PA01005	WP_016737088.1	7584	8245	8476	6882	7777	7405	4502	2837	3659	5223	7022	5361
cds202	Crp/Fnr family transcriptional regulator	RPHASCH2410_PA01010	WP_029532140.1	2794	2865	3029	3028	3635	3406	3318	1948	2460	2714	3696	2776
cds203	NnrU family protein	RPHASCH2410_PA01015	WP_016737086.1	1816	1908	1987	1329	1668	1496	1525	1197	1321	1372	1703	1683
cds204	hypothetical protein	RPHASCH2410_PA01020	WP_016737085.1	12053	10870	12058	3468	4053	3770	3259	1928	2861	3217	5303	3007
cds205	DNA-binding response regulator	RPHASCH2410_PA01025	WP_010014366.1	2728	2345	2489	2881	3016	2909	2598	1766	2064	2331	3236	2136
cds206	ribokinase	RPHASCH2410_PA01030	WP_016737084.1	2172	2304	2317	1285	1619	1474	1589	1528	1465	1363	1804	1627
cds207	fucose-binding protein	RPHASCH2410_PA01035	WP_016737083.1	1079	1231	1260	791	965	882	920	1015	873	814	1014	1059
cds208	LacI family transcriptional regulator	RPHASCH2410_PA01040	WP_029532139.1	780	767	829	1398	1655	1504	1738	1379	1467	1499	1869	1643
cds209	carbohydrate ABC transporter permease	RPHASCH2410_PA01045	WP_010016978.1	1248	1200	1338	2999	3775	3359	3149	2471	2620	2468	3451	2979
cds210	sugar ABC transporter permease	RPHASCH2410_PA01050	WP_016737081.1	1114	1043	1114	6299	7143	6502	4477	2505	3499	4078	5543	3696
cds211	sugar ABC transporter substrate-binding protein	RPHASCH2410_PA01055	WP_016737080.1	10809	10058	10875	33518	33809	34309	17380	11512	15520	19143	29418	15862
cds212	ABC transporter ATP-binding protein	RPHASCH2410_PA01060	WP_016737079.1	6886	6337	6781	19617	20915	20086	12820	10346	11073	11846	16799	10544
cds213	zinc-binding alcohol dehydrogenase family protein	RPHASCH2410_PA01065	WP_029532138.1	767	660	760	1064	1256	1174	1024	588	751	729	1136	655
cds214	alcohol dehydrogenase AdhP	RPHASCH2410_PA01070	WP_016737077.1	26166	27897	28398	18327	19146	18868	15602	7776	12132	13591	21264	11397
cds215	CBS domain-containing protein	RPHASCH2410_PA01075	WP_016737076.1	36438	33410	36991	31342	34317	32518	26454	11198	19166	25909	41410	20290
cds216	ABC transporter ATP-binding protein	RPHASCH2410_PA01080	WP_016737075.1	5320	4805	5527	8997	9928	9426	7285	3432	4807	6983	9797	6094
cds217	universal stress protein	RPHASCH2410_PA01085	WP_016737074.1	7276	7690	8248	6055	6613	5873	5098	2391	3751	4627	7467	3697
cds218	hypothetical protein		WP_046977254.1	9	3	7	8	12	13	12	9	11	14	12	13
cds219	molecular chaperone DnaK	RPHASCH2410_PA01090	WP_016737073.1	5825	5373	5611	2910	3109	2999	2182	912	1750	2274	4028	1671
cds220	heavy metal translocating P-type ATPase	RPHASCH2410_PA01095	WP_016737072.1	5591	5582	5961	6963	7532	6817	5781	3060	4122	5329	7379	4459
cds221	pyridoxamine 5'-phosphate oxidase family protein	RPHASCH2410_PA01100	WP_029532131.1	5904	6092	6596	5020	5344	5215	3205	1641	2432	3679	5844	2868
cds222	universal stress protein	RPHASCH2410_PA01105	WP_029532130.1	46963	47105	50909	34278	37387	36223	26985	14027	21224	25848	41022	21937
cds223	hypothetical protein	RPHASCH2410_PA01110	WP_010014965.1	6235	5304	5810	4911	5470	5230	4144	2262	3081	4479	6538	3528
cds224	DUF4010 domain-containing protein	RPHASCH2410_PA01115	WP_016737070.1	6360	6152	6556	9021	9914	9186	6391	3430	4405	6806	9223	6084
cds225	hypothetical protein		WP_010001356.1	12764	12074	12748	7414	8237	7484	5543	2215	4173	5728	9012	4254
cds226	cysteine hydrolase	RPHASCH2410_PA01125	WP_011427742.1	562	577	602	337	344	328	322	205	231	266	378	262
cds227	bifunctional diguanylate cyclase/phosphodiesterase	RPHASCH2410_PA01130	WP_016737069.1	5950	5676	6268	2288	2662	2401	1911	1566	1693	1734	2306	1804
cds228	amino acid ABC transporter	RPHASCH2410_PA01135	WP_029532129.1	5730	5609	6343	1276	1588	1460	1077	1204	1092	982	1353	1263
cds229	formaldehyde dehydrogenase%2C glutathione-independent	RPHASCH2410_PA01140	WP_004674667.1	1327	1556	1506	5679	5968	5616	4219	2637	3831	3612	5704	3231
cds230	hypothetical protein		WP_080956224.1	490	403	430	1045	1052	1026	509	360	547	689	1036	481
cds231	hypothetical protein		WP_004674668.1	12336	11139	12655	11743	12626	12850	6502	3939	5489	8544	13323	7206
cds232	EamA family transporter	RPHASCH2410_PA01150	WP_016737066.1	1355	1292	1420	4939	5114	5424	2622	1810	2276	3298	4775	3021
cds233	LysR family transcriptional regulator	RPHASCH2410_PA01155	WP_016737065.1	602	657	686	464	537	524	688	983	786	408	550	450
cds234	GlxA family transcriptional regulator	RPHASCH2410_PA01160	WP_016737064.1	363	343	377	343	389	350	425	551	491	265	375	310
cds235	3-keto-5-aminohexanoate cleavage protein	RPHASCH2410_PA01165	WP_029532127.1	190	177	199	247	333	279	347	151	207	387	452	331
cds236	carnitine 3-dehydrogenase	RPHASCH2410_PA01170	WP_016737062.1	306	307	378	425	432	408	377	251	269	360	535	365
cds237	acyl-CoA dehydrogenase	RPHASCH2410_PA01175	WP_016737061.1	163	144	155	292	300	278	237	111	159	227	307	171
cds238	CoA-binding protein	RPHASCH2410_PA01180	WP_029532125.1	190	166	216	240	263	282	304	189	214	224	297	224
cds239	crotonobetainyl-CoA hydratase	RPHASCH2410_PA01185	WP_029532123.1	239	203	234	374	395	378	296	212	254	259	422	241
cds240	peptide ABC transporter substrate-binding protein	RPHASCH2410_PA01190	WP_016737058.1	1615	1690	1784	2562	2864	2742	2182	1737	1919	1915	2743	1794
cds241	ABC transporter permease	RPHASCH2410_PA01195	WP_046977255.1	535	485	506	831	868	872	669	384	467	575	876	533
cds242	ABC transporter permease	RPHASCH2410_PA01200	WP_016737056.1	543	497	487	751	826	732	597	416	466	601	795	590
cds243	ABC transporter ATP-binding protein	RPHASCH2410_PA01205	WP_016737055.1	796	905	892	1331	1384	1434	1122	834	983	1018	1468	1014
cds244	XRE family transcriptional regulator	RPHASCH2410_PA01210	WP_016737054.1	1569	1263	1459	1477	1587	1521	761	666	659	1048	1472	1006
cds245	peptide ABC transporter substrate-binding protein	RPHASCH2410_PA01215	WP_016737053.1	1434	1438	1453	2488	2539	2425	10292	16834	13492	4624	6547	5933
cds246	peptidase	RPHASCH2410_PA01220	WP_016737052.1	2342	2445	2551	4963	5273	5036	8679	9994	8787	5235	7284	6025
cds247	alpha/beta hydrolase	RPHASCH2410_PA01225	WP_016737051.1	271	213	254	791	703	686	522	241	423	481	890	382
cds248	RNA polymerase sigma factor	RPHASCH2410_PA01230	WP_004674685.1	679	583	658	559	608	586	638	486	503	530	676	525
cds249	DUF3520 domain-containing protein	RPHASCH2410_PA01235	WP_029532121.1	3844	4396	4588	2472	2882	2738	2760	2741	2623	2079	2645	2582
cds250	SMP-30/gluconolactonase/LRE family protein	RPHASCH2410_PA01240	WP_016737048.1	651	543	633	1346	1686	1810	1211	1547	1234	958	1227	1206
cds251	LacI family DNA-binding transcriptional regulator	RPHASCH2410_PA01245	WP_016737047.1	2557	2252	2581	2439	2662	2549	1717	2159	1759	1588	1993	1872
cds252	L-idonate 5-dehydrogenase	RPHASCH2410_PA01250	WP_016737046.1	722	718	778	1618	1908	1691	1309	2433	1676	1184	1203	2284
cds253	2-hydroxyacid dehydrogenase	RPHASCH2410_PA01255	WP_016737045.1	1054	1114	1085	7181	9388	7966	7639	7286	6216	4864	5519	5949
cds254	KR domain-containing protein	RPHASCH2410_PA01260	WP_016737044.1	849	796	933	4751	6287	5408	4670	7605	5179	2701	3166	3690
cds255	gluconokinase	RPHASCH2410_PA01265	WP_016737043.1	201	206	233	643	835	727	551	1617	989	485	489	892
cds256	NAD(P)-dependent oxidoreductase	RPHASCH2410_PA01270	WP_016737042.1	530	566	621	945	1026	1001	907	2260	1476	727	875	1338
cds257	sugar ABC transporter ATP-binding protein	RPHASCH2410_PA01275	WP_016737041.1	1842	1829	1875	5475	7035	6241	6501	8903	7040	2992	4189	4023
cds258	ABC transporter permease	RPHASCH2410_PA01280	WP_016737040.1	1856	2002	2061	3584	3914	3682	2548	4876	3766	2195	2931	3033
cds259	hypothetical protein	RPHASCH2410_PA01285	WP_029532119.1	3563	3964	3997	4099	4682	4318	3368	4526	3951	2778	4087	3040
cds260	hypothetical protein	RPHASCH2410_PA01290	WP_016737038.1	256	297	274	362	446	409	276	281	273	290	381	245
cds261	GGDEF domain-containing protein		gbkey=CDS	905	904	1002	1053	1100	998	806	500	643	765	1041	725
cds262	methyl-accepting chemotaxis protein	RPHASCH2410_PA01305	WP_016737037.1	2373	2125	2405	1449	1655	1493	959	652	824	1033	1465	1018
cds263	sodium:solute symporter family protein	RPHASCH2410_PA01310	WP_004670778.1	510	495	478	908	997	932	838	406	561	663	1037	617
cds264	DUF3311 domain-containing protein	RPHASCH2410_PA01315	WP_003591841.1	192	144	167	285	296	337	298	154	172	270	335	243
cds265	DNA-binding response regulator	RPHASCH2410_PA01320	WP_016737036.1	234	207	214	297	326	299	258	113	148	251	369	217
cds266	histidine kinase	RPHASCH2410_PA01325	WP_046977256.1	1109	1099	1227	981	1058	1018	730	755	734	760	1019	772
cds267	Lrp/AsnC family transcriptional regulator	RPHASCH2410_PA01330	WP_016737033.1	396	287	403	360	416	375	345	277	286	335	483	313
cds268	histidine/lysine/arginine/ornithine ABC transporter ATP-binding protein HisP	RPHASCH2410_PA01335	WP_004670792.1	157	112	115	204	242	219	602	308	322	453	584	456
cds269	amino acid ABC transporter	RPHASCH2410_PA01340	WP_016737032.1	214	197	198	213	235	201	469	451	365	367	394	544
cds270	ABC transporter permease	RPHASCH2410_PA01345	WP_016737031.1	172	157	131	149	180	171	193	159	164	144	242	185
cds271	ABC transporter permease	RPHASCH2410_PA01350	WP_016737030.1	87	70	78	70	79	82	107	63	70	79	99	78
cds272	homocysteine S-methyltransferase	RPHASCH2410_PA01355	WP_016737029.1	67	66	80	82	87	86	105	84	72	62	108	107
cds273	MarR family transcriptional regulator	RPHASCH2410_PA01360	WP_016737028.1	244	239	221	230	297	262	194	300	260	175	236	256
cds274	CBS domain-containing protein	RPHASCH2410_PA01365	WP_016737027.1	258	227	229	255	280	253	251	265	238	195	256	206
cds275	ABC transporter ATP-binding protein	RPHASCH2410_PA01370	WP_029532112.1	66	61	79	70	79	58	78	65	60	49	63	61
cds276	ABC transporter substrate-binding protein	RPHASCH2410_PA01375	WP_016737025.1	97	122	107	135	146	134	113	185	127	104	142	129
cds277	ABC transporter permease	RPHASCH2410_PA01380	WP_016737024.1	5997	4775	5241	6358	7365	6959	7899	4991	5610	6065	8385	5349
cds278	FMN-dependent monooxygenase	RPHASCH2410_PA01385	WP_016737023.1	382	298	348	935	1019	967	976	706	701	769	968	780
cds279	IclR family transcriptional regulator	RPHASCH2410_PA01390	WP_004670822.1	2576	2037	2229	17657	17625	17406	14898	11286	11928	12439	18394	9750
cds280	ABC transporter substrate-binding protein	RPHASCH2410_PA01395	WP_029532110.1	257	156	214	1096	1153	1128	1285	1253	1162	850	1072	637
cds281	sugar ABC transporter ATP-binding protein	RPHASCH2410_PA01400	WP_016737021.1	257	238	236	360	494	411	457	473	437	363	453	357
cds282	ABC transporter permease	RPHASCH2410_PA01405	WP_016737020.1	54	55	71	87	74	99	98	80	83	80	109	77
cds283	ABC transporter permease	RPHASCH2410_PA01410	WP_016737019.1	103	114	113	118	134	125	135	115	128	75	143	107
cds284	hydrolase	RPHASCH2410_PA01415	WP_016737018.1	64	64	49	55	85	63	82	55	77	47	84	66
cds285	amino acid deaminase	RPHASCH2410_PA01420	WP_016737017.1	190	168	198	192	199	187	201	138	162	140	212	152
cds286	RidA family protein	RPHASCH2410_PA01425	WP_016737016.1	192	188	169	115	119	112	94	73	68	97	129	106
cds287	deacylase	RPHASCH2410_PA01430	WP_016737015.1	350	301	362	501	536	486	431	296	365	341	555	328
cds288	hypothetical protein	RPHASCH2410_PA01435	WP_016737014.1	1029	1050	1115	1261	1278	1274	945	1068	1106	815	1248	818
cds289	sugar phosphate isomerase/epimerase	RPHASCH2410_PA01440	WP_016737013.1	152	163	189	190	201	173	173	155	147	135	183	170
cds290	gfo/Idh/MocA family oxidoreductase	RPHASCH2410_PA01445	WP_016737012.1	268	240	244	193	225	213	256	187	165	227	233	168
cds291	inositol 2-dehydrogenase	RPHASCH2410_PA01450	WP_016737011.1	46	29	31	44	41	42	28	31	32	38	41	27
cds292	protein iolH		gbkey=CDS	114	87	81	86	102	75	89	79	68	71	95	62
cds293	sugar ABC transporter ATP-binding protein	RPHASCH2410_PA01460	WP_016737009.1	122	120	127	106	110	112	99	73	68	80	111	69
cds294	ABC transporter permease	RPHASCH2410_PA01465	WP_016737008.1	136	120	132	92	127	105	79	103	86	87	94	89
cds295	ABC transporter permease	RPHASCH2410_PA01470	WP_016737007.1	239	221	252	211	228	205	155	131	151	152	200	130
cds296	sugar ABC transporter substrate-binding protein	RPHASCH2410_PA01475	WP_016737006.1	607	630	624	362	376	332	396	404	371	283	388	294
cds297	LacI family DNA-binding transcriptional regulator	RPHASCH2410_PA01480	WP_016737005.1	1098	926	1017	619	630	616	506	544	481	356	532	450
cds298	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	RPHASCH2410_PA01485	WP_016737004.1	188	188	193	255	260	267	203	151	154	186	270	202
cds299	ABC transporter	RPHASCH2410_PA01490	WP_016737003.1	191	220	215	377	460	424	308	230	282	314	455	306
cds300	amino acid ABC transporter ATP-binding protein	RPHASCH2410_PA01495	WP_016737002.1	41	36	47	56	93	81	61	39	34	48	67	52
cds301	amino acid ABC transporter permease	RPHASCH2410_PA01500	WP_016737001.1	1831	1434	1617	1175	1212	1195	716	632	649	804	1157	715
cds302	amino acid ABC transporter permease	RPHASCH2410_PA01505	WP_016737000.1	139	114	120	396	367	310	263	192	204	232	344	239
cds303	SDR family NAD(P)-dependent oxidoreductase	RPHASCH2410_PA01510	WP_016736999.1	90	64	92	99	125	122	78	65	69	77	122	71
cds304	LysR family transcriptional regulator	RPHASCH2410_PA01515	WP_016736998.1	597	541	583	379	411	428	346	314	286	297	456	304
cds305	pyridoxal phosphate-dependent aminotransferase	RPHASCH2410_PA01520	WP_029532102.1	505	469	530	394	432	435	357	295	316	308	411	286
cds306	LamB/YcsF family protein	RPHASCH2410_PA01525	WP_016736996.1	183	159	180	130	155	136	139	96	96	98	141	115
cds307	hypothetical protein	RPHASCH2410_PA01530	WP_016736995.1	194	204	228	212	258	193	268	229	237	181	285	200
cds308	allophanate hydrolase	RPHASCH2410_PA01535	WP_016736994.1	62	81	84	90	142	101	108	108	109	89	106	120
cds309	biotin carboxyl carrier protein	RPHASCH2410_PA01540	WP_016736993.1	40	29	35	36	34	37	43	37	32	43	49	32
cds310	acetyl-CoA carboxylase biotin carboxylase subunit	RPHASCH2410_PA01545	WP_016736992.1	164	102	121	245	246	222	230	170	173	182	229	186
cds311	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit	RPHASCH2410_PA01550	WP_016736991.1	242	105	132	406	415	422	396	194	249	361	428	288
cds312	ribbon-helix-helix protein%2C CopG family	RPHASCH2410_PA01555	WP_016736990.1	1781	1254	1421	2009	2177	2083	1822	1313	1265	1767	2185	1500
cds313	LacI family transcriptional regulator	RPHASCH2410_PA01560	WP_016736989.1	196	169	203	174	184	178	242	208	197	149	268	186
cds314	inositol degradation protein	RPHASCH2410_PA01565	WP_016736988.1	267	195	201	196	199	216	431	347	362	188	278	212
cds315	carbohydrate ABC transporter substrate-binding protein	RPHASCH2410_PA01570	WP_016736987.1	93	81	93	175	177	159	292	230	248	123	229	143
cds316	sugar ABC transporter permease	RPHASCH2410_PA01575	WP_016736986.1	629	516	622	741	797	812	639	540	517	567	848	562
cds317	carbohydrate ABC transporter permease	RPHASCH2410_PA01580	WP_016736985.1	264	151	178	180	179	169	110	90	91	125	163	116
cds318	ABC transporter ATP-binding protein	RPHASCH2410_PA01585	WP_016736984.1	193	199	185	278	309	304	237	194	168	212	285	182
cds319	GMC family oxidoreductase	RPHASCH2410_PA01590	WP_016736983.1	156	113	124	149	162	169	115	116	110	119	128	142
cds320	polyphosphate kinase 2	RPHASCH2410_PA01595	WP_016736982.1	1942	1948	2067	894	948	911	1093	592	731	847	1125	741
cds321	oxidoreductase	RPHASCH2410_PA01600	WP_016736981.1	470	489	493	493	510	482	506	429	415	402	556	363
cds322	LysR family transcriptional regulator	RPHASCH2410_PA01605	WP_029532101.1	577	504	579	424	422	469	355	319	337	375	464	312
cds323	general stress protein	RPHASCH2410_PA01610	WP_016736979.1	439	522	522	296	338	322	461	423	360	361	394	374
cds324	alpha-ketoglutarate-dependent dioxygenase AlkB	RPHASCH2410_PA01615	WP_016736978.1	811	829	947	1887	2289	2115	1938	2581	1821	1842	2030	2619
cds325	hypothetical protein	RPHASCH2410_PA01620	WP_016736977.1	375	354	425	1413	1723	1587	1489	1587	1187	1426	1561	1599
cds326	30S ribosomal protein S21	RPHASCH2410_PA01625	WP_004670929.1	1189	578	741	3037	3502	3421	2688	2371	1982	2615	3272	2666
cds327	autoaggregation protein	RPHASCH2410_PA01630	WP_016736976.1	681	535	647	886	1002	917	1007	1445	1121	733	892	778
cds328	hypothetical protein	RPHASCH2410_PA01635	WP_016736975.1	713	541	678	538	562	599	269	190	241	407	591	328
cds329	hypothetical protein		WP_080574717.1	29	13	13	52	45	50	27	21	21	31	53	26
cds330	DUF4173 domain-containing protein	RPHASCH2410_PA01640	WP_016736974.1	590	522	614	524	613	626	542	515	473	477	607	496
cds331	DNA-binding response regulator	RPHASCH2410_PA01645	WP_016736973.1	290	312	344	333	356	390	280	329	287	288	324	295
cds332	sensor histidine kinase	RPHASCH2410_PA01650	WP_016736972.1	393	347	369	377	431	397	324	279	259	301	427	284
cds333	TetR/AcrR family transcriptional regulator	RPHASCH2410_PA01655	WP_016736971.1	475	374	436	467	506	502	446	417	431	332	504	390
cds334	TRAP transporter small permease	RPHASCH2410_PA01660	WP_016736970.1	294	245	273	207	225	210	524	1341	1019	175	342	180
cds335	dehydroascorbate transporter	RPHASCH2410_PA01665	WP_016736969.1	345	323	380	287	333	330	574	982	895	316	422	257
cds336	TRAP transporter substrate-binding protein	RPHASCH2410_PA01670	WP_016736968.1	782	839	927	515	624	571	970	1721	1277	450	683	554
cds337	shikimate dehydrogenase	RPHASCH2410_PA01675	WP_016736967.1	294	389	354	204	210	215	357	460	436	197	258	179
cds338	sugar phosphate isomerase/epimerase and 4-hydroxyphenylpyruvate domain-containing protein	RPHASCH2410_PA01680	WP_016736966.1	660	739	734	527	521	511	580	604	552	357	526	375
cds339	IS5/IS1182 family transposase		gbkey=CDS	6679	6236	6788	5569	6489	6062	5456	4729	4772	4809	6521	4943
cds340	SDR family NAD(P)-dependent oxidoreductase	RPHASCH2410_PA01695	WP_016736965.1	803	931	871	401	462	414	428	358	350	362	493	395
cds341	SDR family NAD(P)-dependent oxidoreductase	RPHASCH2410_PA01700	WP_016736964.1	1540	1648	1714	844	938	852	932	774	812	697	1042	789
cds342	monosaccharide-transporting ATPase	RPHASCH2410_PA01705	WP_010024303.1	1377	1386	1480	766	865	792	759	612	638	656	912	639
cds343	sugar ABC transporter ATP-binding protein	RPHASCH2410_PA01710	WP_016736963.1	1299	1402	1454	784	931	850	817	657	692	728	922	647
cds344	ABC transporter substrate-binding protein	RPHASCH2410_PA01715	WP_037147590.1	5834	6614	6628	3134	3521	3369	3239	3012	2959	2352	3430	2432
cds345	AraC family transcriptional regulator	RPHASCH2410_PA01720	WP_016736961.1	4934	3231	3757	3890	4284	4298	2606	1959	2103	2994	3966	2839
cds346	trehalose-phosphatase	RPHASCH2410_PA01725	WP_016736960.1	5325	5707	6013	3585	3923	3785	2731	1507	2088	2910	4089	2408
cds347	hypothetical protein	RPHASCH2410_PA01730	WP_029532088.1	6541	7195	7689	1577	1995	1829	3337	1902	2020	2246	2299	2251
cds348	plasmid partitioning protein RepA	RPHASCH2410_PA01740	WP_004676164.1	2902	3191	3423	4872	5607	5269	4683	8191	5803	4080	4193	6618
cds349	plasmid partitioning protein RepB	RPHASCH2410_PA01745	WP_016736957.1	4705	4908	5059	3082	3158	2845	3422	4922	3975	2481	3212	3346
cds350	replication initiation protein	RPHASCH2410_PA01750	WP_016736956.1	2521	2698	2709	1857	1993	1844	1471	1188	1217	1379	2081	1251
cds351	potassium-transporting ATPase subunit KdpC	RPHASCH2410_PB00005	WP_016736657.1	246	201	257	200	239	197	202	166	205	190	239	189
cds352	K(+)-transporting ATPase subunit B	RPHASCH2410_PB00010	WP_016736658.1	472	431	472	441	503	406	582	598	538	492	626	630
cds353	potassium-transporting ATPase subunit KdpA	RPHASCH2410_PB00015	WP_016736659.1	300	283	287	701	797	654	758	660	623	624	785	748
cds354	K(+)-transporting ATPase subunit F		WP_003594574.1	66	74	62	161	192	160	122	111	134	118	163	121
cds355	hypothetical protein		gbkey=CDS	669	338	474	694	724	715	409	243	347	601	851	404
cds356	hypothetical protein	RPHASCH2410_PB00020	WP_016736660.1	33139	31912	33884	27864	29848	28753	19799	13024	15273	20966	30569	18607
