scanType	TF_RdbID	TFname	TF_locusTag	TF_RZlocusTag	TF_oldRZlocusTag	TG_RdbID	TG_name	TG_locusTag	TG_RZlocusTag	TG_oldRZlocusTag	TG_RZname	OrthologousInteration
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS19735	RPHASCH2410_CH20245	RPHASCH2410_CH20245	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19840	RPHASCH2410_CH20355	RPHASCH2410_CH20355	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS19845	RPHASCH2410_CH20360	RPHASCH2410_CH20360	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS19910	RPHASCH2410_CH20425	RPHASCH2410_CH20425	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS19965	RPHASCH2410_CH20480	RPHASCH2410_CH20480	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20040	RPHASCH2410_CH20565	RPHASCH2410_CH20565	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20045	RPHASCH2410_CH20570	RPHASCH2410_CH20570	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS20115	RPHASCH2410_CH20645	RPHASCH2410_CH20645	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS20120	RPHASCH2410_CH20650	RPHASCH2410_CH20650	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS20125	RPHASCH2410_CH20655	RPHASCH2410_CH20655	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS20200	RPHASCH2410_CH20735	RPHASCH2410_CH20735	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS20260	RPHASCH2410_CH20795	RPHASCH2410_CH20795	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS20265	RPHASCH2410_CH20800	dksA	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20455	RPHASCH2410_CH21005	RPHASCH2410_CH21005	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS20470	RPHASCH2410_CH21020	RPHASCH2410_CH21020	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20515	RPHASCH2410_CH21065	RPHASCH2410_CH21065	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS20515	RPHASCH2410_CH21065	RPHASCH2410_CH21065	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20520	RPHASCH2410_CH21070	RPHASCH2410_CH21070	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS20520	RPHASCH2410_CH21070	RPHASCH2410_CH21070	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS20560	RPHASCH2410_CH21110	RPHASCH2410_CH21110	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS20615	RPHASCH2410_CH21170	nifU2	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20630	RPHASCH2410_CH21185	RPHASCH2410_CH21185	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS20700	RPHASCH2410_CH21265	RPHASCH2410_CH21265	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS20715	RPHASCH2410_CH21280	RPHASCH2410_CH21280	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS20805	RPHASCH2410_CH21370	RPHASCH2410_CH21370	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS20885	RPHASCH2410_CH21455	nifSch	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS20890	RPHASCH2410_CH21460	RPHASCH2410_CH21460	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS20920	RPHASCH2410_CH21490	RPHASCH2410_CH21490	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS20940	RPHASCH2410_CH21510	RPHASCH2410_CH21510	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21005	RPHASCH2410_CH21570	RPHASCH2410_CH21570	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	ECK120000782	purC	b2476	RPHASCH2410_RS21015	RPHASCH2410_CH21580	purC2	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS21075	RPHASCH2410_CH21640	grlA	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS21175	RPHASCH2410_CH21740	recA	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS21180	RPHASCH2410_CH21745	rbsK2	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS30310	RPHASCH2410_PA00010	RPHASCH2410_PA00010	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS30315	RPHASCH2410_PA00015	RPHASCH2410_PA00015	FALSE
site	ECK120003471	SlyA	b1642	RPHASCH2410_RS15855	RPHASCH2410_CH16260	NA	NA	NA	RPHASCH2410_RS30365	RPHASCH2410_PA00060	RPHASCH2410_PA00060	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS30400	RPHASCH2410_PA00095	tauA	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS30405	RPHASCH2410_PA00100	RPHASCH2410_PA00100	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30410	RPHASCH2410_PA00105	RPHASCH2410_PA00105	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30415	RPHASCH2410_PA00110	RPHASCH2410_PA00110	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30470	RPHASCH2410_PA00165	RPHASCH2410_PA00165	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS30560	RPHASCH2410_PA00260	RPHASCH2410_PA00260	FALSE
site	ECK120000378	NtrC	b3868	RPHASCH2410_RS02570	RPHASCH2410_CH02640	NA	NA	NA	RPHASCH2410_RS30590	RPHASCH2410_PA00290	RPHASCH2410_PA00290	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS30605	RPHASCH2410_PA00305	RPHASCH2410_PA00305	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS30605	RPHASCH2410_PA00305	RPHASCH2410_PA00305	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS30610	RPHASCH2410_PA00310	RPHASCH2410_PA00310	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS30610	RPHASCH2410_PA00310	RPHASCH2410_PA00310	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS30665	RPHASCH2410_PA00365	RPHASCH2410_PA00365	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS30665	RPHASCH2410_PA00365	RPHASCH2410_PA00365	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS30670	RPHASCH2410_PA00370	RPHASCH2410_PA00370	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS30670	RPHASCH2410_PA00370	RPHASCH2410_PA00370	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS30835	RPHASCH2410_PA00535	RPHASCH2410_PA00535	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS30835	RPHASCH2410_PA00535	RPHASCH2410_PA00535	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30835	RPHASCH2410_PA00535	RPHASCH2410_PA00535	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS30835	RPHASCH2410_PA00535	RPHASCH2410_PA00535	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS30835	RPHASCH2410_PA00535	RPHASCH2410_PA00535	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS30840	RPHASCH2410_PA00540	RPHASCH2410_PA00540	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS30840	RPHASCH2410_PA00540	RPHASCH2410_PA00540	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS30840	RPHASCH2410_PA00540	RPHASCH2410_PA00540	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS30840	RPHASCH2410_PA00540	RPHASCH2410_PA00540	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS30840	RPHASCH2410_PA00540	RPHASCH2410_PA00540	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS30845	RPHASCH2410_PA00545	RPHASCH2410_PA00545	FALSE
site	ECK120002180	RutR	b1013	RPHASCH2410_RS15505	RPHASCH2410_CH15905	NA	NA	NA	RPHASCH2410_RS30850	RPHASCH2410_PA00550	RPHASCH2410_PA00550	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS30905	RPHASCH2410_PA00605	ugpBa	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31210	RPHASCH2410_PA00910	fixNa	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31215	RPHASCH2410_PA00915	fixKa	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS31310	RPHASCH2410_PA01000	nirK	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS31310	RPHASCH2410_PA01000	nirK	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS31420	RPHASCH2410_PA01105	RPHASCH2410_PA01105	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS31420	RPHASCH2410_PA01105	RPHASCH2410_PA01105	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS31425	RPHASCH2410_PA01110	RPHASCH2410_PA01110	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS31425	RPHASCH2410_PA01110	RPHASCH2410_PA01110	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS31430	RPHASCH2410_PA01115	RPHASCH2410_PA01115	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31465	RPHASCH2410_PA01150	RPHASCH2410_PA01150	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31470	RPHASCH2410_PA01155	RPHASCH2410_PA01155	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS31505	RPHASCH2410_PA01190	RPHASCH2410_PA01190	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS31555	RPHASCH2410_PA01240	RPHASCH2410_PA01240	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS31555	RPHASCH2410_PA01240	RPHASCH2410_PA01240	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS31560	RPHASCH2410_PA01245	RPHASCH2410_PA01245	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS31560	RPHASCH2410_PA01245	RPHASCH2410_PA01245	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	NA	NA	NA	RPHASCH2410_RS31570	RPHASCH2410_PA01255	RPHASCH2410_PA01255	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS31570	RPHASCH2410_PA01255	RPHASCH2410_PA01255	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31570	RPHASCH2410_PA01255	RPHASCH2410_PA01255	FALSE
site	ECK120000483	ArgP	b2916	RPHASCH2410_RS19540	RPHASCH2410_CH20050	ECK120004387	idnO	b4266	RPHASCH2410_RS31575	RPHASCH2410_PA01260	idnO	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	ECK120004387	idnO	b4266	RPHASCH2410_RS31575	RPHASCH2410_PA01260	idnO	TRUE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	ECK120004387	idnO	b4266	RPHASCH2410_RS31575	RPHASCH2410_PA01260	idnO	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS31590	RPHASCH2410_PA01275	RPHASCH2410_PA01275	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS31610	RPHASCH2410_PA01295	RPHASCH2410_PA01295	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31670	RPHASCH2410_PA01360	RPHASCH2410_PA01360	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31675	RPHASCH2410_PA01365	RPHASCH2410_PA01365	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS31700	RPHASCH2410_PA01390	RPHASCH2410_PA01390	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS31705	RPHASCH2410_PA01395	RPHASCH2410_PA01395	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS31745	RPHASCH2410_PA01435	RPHASCH2410_PA01435	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS31785	RPHASCH2410_PA01475	RPHASCH2410_PA01475	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS31785	RPHASCH2410_PA01475	RPHASCH2410_PA01475	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS31790	RPHASCH2410_PA01480	RPHASCH2410_PA01480	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS31790	RPHASCH2410_PA01480	RPHASCH2410_PA01480	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS31865	RPHASCH2410_PA01555	RPHASCH2410_PA01555	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS31870	RPHASCH2410_PA01560	RPHASCH2410_PA01560	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS31875	RPHASCH2410_PA01565	RPHASCH2410_PA01565	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS31875	RPHASCH2410_PA01565	RPHASCH2410_PA01565	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS31905	RPHASCH2410_PA01595	RPHASCH2410_PA01595	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS31940	RPHASCH2410_PA01630	RPHASCH2410_PA01630	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS31945	RPHASCH2410_PA01635	RPHASCH2410_PA01635	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32035	RPHASCH2410_PA01725	RPHASCH2410_PA01725	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS32040	RPHASCH2410_PA01730	RPHASCH2410_PA01730	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21215	RPHASCH2410_PB00015	kdpA	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS21345	RPHASCH2410_PB00140	RPHASCH2410_PB00140	FALSE
site	ECK120004350	UlaR	b4191	RPHASCH2410_RS21345	RPHASCH2410_PB00140	NA	NA	NA	RPHASCH2410_RS21350	RPHASCH2410_PB00145	RPHASCH2410_PB00145	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21375	RPHASCH2410_PB00170	RPHASCH2410_PB00170	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS21375	RPHASCH2410_PB00170	RPHASCH2410_PB00170	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21380	RPHASCH2410_PB00175	RPHASCH2410_PB00175	FALSE
site	ECK120000946	SoxR	b4063	RPHASCH2410_RS05245	RPHASCH2410_CH05360	NA	NA	NA	RPHASCH2410_RS21380	RPHASCH2410_PB00175	RPHASCH2410_PB00175	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS21390	RPHASCH2410_PB00190	RPHASCH2410_PB00190	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21390	RPHASCH2410_PB00190	RPHASCH2410_PB00190	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21420	RPHASCH2410_PB00220	betC	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21425	RPHASCH2410_PB00225	RPHASCH2410_PB00225	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21430	RPHASCH2410_PB00230	RPHASCH2410_PB00230	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21435	RPHASCH2410_PB00235	RPHASCH2410_PB00235	FALSE
site	ECK120002342	GntR	b3438	RPHASCH2410_RS25610	RPHASCH2410_PD00565	NA	NA	NA	RPHASCH2410_RS21480	RPHASCH2410_PB00280	RPHASCH2410_PB00280	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21480	RPHASCH2410_PB00280	RPHASCH2410_PB00280	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21550	RPHASCH2410_PB00355	ansP	FALSE
site	ECK120001481	NarP	b2193	RPHASCH2410_RS31630	RPHASCH2410_PA01320	NA	NA	NA	RPHASCH2410_RS21580	RPHASCH2410_PB00385	RPHASCH2410_PB00385	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS21590	RPHASCH2410_PB00395	RPHASCH2410_PB00395	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21760	RPHASCH2410_PB00570	RPHASCH2410_PB00570	FALSE
site	ECK120004225	NanR	b3226	RPHASCH2410_RS30095	RPHASCH2410_PD05225	NA	NA	NA	RPHASCH2410_RS21765	RPHASCH2410_PB00575	RPHASCH2410_PB00575	FALSE
site	ECK120000791	PurR	b1658	RPHASCH2410_RS11730	RPHASCH2410_CH12005	NA	NA	NA	RPHASCH2410_RS21785	RPHASCH2410_PB00595	minC	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS21790	RPHASCH2410_PB00600	RPHASCH2410_PB00600	FALSE
site	ECK120000194	CytR	b3934	RPHASCH2410_RS04060	RPHASCH2410_CH04180	NA	NA	NA	RPHASCH2410_RS21795	RPHASCH2410_PB00605	RPHASCH2410_PB00605	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21815	RPHASCH2410_PB00620	RPHASCH2410_PB00620	FALSE
site	ECK120002286	PuuR	b1299	RPHASCH2410_RS28340	RPHASCH2410_PD03330	NA	NA	NA	RPHASCH2410_RS21850	RPHASCH2410_PB00655	RPHASCH2410_PB00655	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21850	RPHASCH2410_PB00655	RPHASCH2410_PB00655	FALSE
site	ECK120001334	Rob	b4396	RPHASCH2410_RS04095	RPHASCH2410_CH04215	NA	NA	NA	RPHASCH2410_RS21855	RPHASCH2410_PB00660	soxBb	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS21900	RPHASCH2410_PB00705	RPHASCH2410_PB00705	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS21905	RPHASCH2410_PB00710	RPHASCH2410_PB00710	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS21915	RPHASCH2410_PB00720	RPHASCH2410_PB00720	FALSE
site	ECK120000540	Lrp	b0889	RPHASCH2410_RS28065	RPHASCH2410_PD03050	NA	NA	NA	RPHASCH2410_RS21920	RPHASCH2410_PB00725	RPHASCH2410_PB00725	FALSE
